Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
RVR90,Leatherhead ,NHS,Hospitals ,Leatherhead Hospital ,Poplar Road ,Leatherhead ,KT22 8SD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,19/09/2019,Provider,http://www.cqc.org.uk/provider/RVR,RVR,Epsom and St Helier University Hospitals NHS Trust ,,-
RVV01,William Harvey Hospital ,NHS,Hospitals ,Kennington Road ,Willesborough ,Ashford ,TN24 0LZ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,05/09/2018,Location,http://www.cqc.org.uk/location/RVV01,RVV,East Kent Hospitals University NHS Foundation Trust ,,-
RVV02,Buckland Hospital ,NHS,Hospitals ,Coombe Valley Road , ,Dover ,CT17 0HD,Overall,Overall,Good,Good,Good,Good,Good,Good,18/11/2015,Location,http://www.cqc.org.uk/location/RVV02,RVV,East Kent Hospitals University NHS Foundation Trust ,,-
RVV03,Royal Victoria Hospital ,NHS,Hospitals ,Radnor Park Avenue , ,Folkestone ,CT19 5BN,Overall,Overall,Good,Good,Requires improvement,Good,Requires improvement,Good,18/11/2015,Location,http://www.cqc.org.uk/location/RVV03,RVV,East Kent Hospitals University NHS Foundation Trust ,,-
RVV09,Queen Elizabeth The Queen Mother Hospital ,NHS,Hospitals ,St Peter's Road , ,Margate ,CT9 4AN,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,05/09/2018,Location,http://www.cqc.org.uk/location/RVV09,RVV,East Kent Hospitals University NHS Foundation Trust ,,-
RVVKC,Kent & Canterbury Hospital ,NHS,Hospitals ,Trust Offices ,Ethelbert Road ,Canterbury ,CT1 3NG,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,05/09/2018,Location,http://www.cqc.org.uk/location/RVVKC,RVV,East Kent Hospitals University NHS Foundation Trust ,,-
RVWAA,University Hospital of Hartlepool ,NHS,Hospitals ,Holdforth Road , ,Hartlepool ,TS24 9AH,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,14/03/2018,Location,http://www.cqc.org.uk/location/RVWAA,RVW,North Tees and Hartlepool NHS Foundation Trust ,,-
RVWAE,University Hospital of North Tees ,NHS,Hospitals ,Hardwick Road , ,Stockton on Tees ,TS19 8PE,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,14/03/2018,Location,http://www.cqc.org.uk/location/RVWAE,RVW,North Tees and Hartlepool NHS Foundation Trust ,,-
RVY01,Southport & Formby District General Hospital ,NHS,Hospitals ,Town Lane ,Kew ,Southport ,PR8 6PN,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Inadequate,15/11/2016,Location,http://www.cqc.org.uk/location/RVY01,RVY,Southport and Ormskirk Hospital NHS Trust ,,-
RVY38,Ormskirk District General Hospital ,NHS,Hospitals ,Hilldale ,Wigan Road ,Ormskirk ,L39 2JW,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,15/11/2016,Location,http://www.cqc.org.uk/location/RVY38,RVY,Southport and Ormskirk Hospital NHS Trust ,,-
RW1Q6,Hythe Hospital ,NHS,Hospitals ,Hythe Medical Centre ,Beaulieu Road ,Southampton ,SO45 4ZB,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,03/10/2018,Provider,http://www.cqc.org.uk/provider/RW1,RW1,Southern Health NHS Foundation Trust ,,-
RW1YM,Lymington New Forest Hospital ,NHS,Hospitals ,Wellworthy Road , ,Lymington ,SO41 8QD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,03/10/2018,Provider,http://www.cqc.org.uk/provider/RW1,RW1,Southern Health NHS Foundation Trust ,,-
RW3,Central Manchester University Hospitals NHS Foundation Trust ,NHS, ,"Trust Headquarters, Cobbett House ",Manchester Royal Infirmary ,Oxford Road ,M13 9WL,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,RW3,Central Manchester University Hospitals NHS Foundation Trust ,,-
RW5AQ,Longridge Hospital ,NHS,Hospitals ,St. Wilfreds Terrace ,Longridge ,Preston ,PR3 3WQ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,11/09/2019,Provider,http://www.cqc.org.uk/provider/RW5,RW5,Lancashire Care NHS Foundation Trust ,,-
RW5RP,Minerva Centre ,NHS,Hospitals ,Lowthorpe Road ,Deepdale ,Preston ,PR1 6SB,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,11/09/2019,Provider,http://www.cqc.org.uk/provider/RW5,RW5,Lancashire Care NHS Foundation Trust ,,-
RW601,Fairfield General Hospital ,NHS,Hospitals ,Rochdale Old Road , ,Bury ,BL9 7TD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,01/03/2018,Location,http://www.cqc.org.uk/location/RW601,RW6,The Pennine Acute Hospitals NHS Trust ,,-
RW602,North Manchester General Hospital ,NHS,Hospitals ,Delaunays Road ,Crumpsall ,Manchester ,M8 5RB,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Good,01/03/2018,Location,http://www.cqc.org.uk/location/RW602,RW6,The Pennine Acute Hospitals NHS Trust ,,-
RW603,The Royal Oldham Hospital ,NHS,Hospitals ,Rochdale Road , ,Oldham ,OL1 2JH,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,01/03/2018,Location,http://www.cqc.org.uk/location/RW603,RW6,The Pennine Acute Hospitals NHS Trust ,,-
RW604,Rochdale Infirmary ,NHS,Hospitals ,Whitehall Street , ,Rochdale ,OL12 0NB,Overall,Overall,Good,Good,Good,Good,Good,Good,12/08/2016,Location,http://www.cqc.org.uk/location/RW604,RW6,The Pennine Acute Hospitals NHS Trust ,,-
RWA01,Hull Royal Infirmary ,NHS,Hospitals ,Anlaby Road , ,Hull ,HU3 2JZ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,01/06/2018,Location,http://www.cqc.org.uk/location/RWA01,RWA,Hull University Teaching Hospitals NHS Trust ,,-
RWA16,Castle Hill Hospital ,NHS,Hospitals ,Castle Road ,Cottingham ,Hull ,HU16 5JQ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,01/06/2018,Location,http://www.cqc.org.uk/location/RWA16,RWA,Hull University Teaching Hospitals NHS Trust ,,-
RWA18,East Riding Community Hospital ,NHS,Hospitals ,Swinemoor Lane , ,Beverley ,HU17 0FA,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/RWA,RWA,Hull University Teaching Hospitals NHS Trust ,,-
RWA24,Hornsea Cottage Hospital ,NHS,Hospitals ,Eastgate , ,Hornsea ,HU18 1LP,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,01/06/2018,Provider,http://www.cqc.org.uk/provider/RWA,RWA,Hull University Teaching Hospitals NHS Trust ,,-
RWDAA,County Hospital Louth ,NHS,Hospitals ,High Holme Road , ,Louth ,LN11 0UE,Overall,Overall,Good,Good,Good,Good,Good,Good,03/07/2018,Location,http://www.cqc.org.uk/location/RWDAA,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDAS,John Coupland Hospital ,NHS,Hospitals ,Ropery Road , ,Gainsborough ,DN21 2TJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,03/07/2018,Provider,http://www.cqc.org.uk/provider/RWD,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDDA,Lincoln County Hospital ,NHS,Hospitals ,Greetwell Road , ,Lincoln ,LN2 5QY,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,03/07/2018,Location,http://www.cqc.org.uk/location/RWDDA,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDLA,Pilgrim Hospital ,NHS,Hospitals ,Sibsey Road , ,Boston ,PE21 9QS,Overall,Overall,Inadequate,Requires improvement,Requires improvement,Good,Inadequate,Inadequate,03/07/2018,Location,http://www.cqc.org.uk/location/RWDLA,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDLB,Skegness & District Hospital ,NHS,Hospitals ,Dorothy Avenue , ,Skegness ,PE25 2BS,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,03/07/2018,Provider,http://www.cqc.org.uk/provider/RWD,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDLD,Johnson Community Hospital ,NHS,Hospitals ,Spalding Road , ,Spalding ,PE11 3DT,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,03/07/2018,Provider,http://www.cqc.org.uk/provider/RWD,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWDLP,Grantham and District Hospital ,NHS,Hospitals ,101 Manthorpe Road , ,Grantham ,NG31 8DG,Overall,Overall,Good,Good,Good,Good,Good,Good,03/07/2018,Location,http://www.cqc.org.uk/location/RWDLP,RWD,United Lincolnshire Hospitals NHS Trust ,,-
RWE10,St Mary's Birth Centre ,NHS,Hospitals ,Leicestershire County and Rutland Pct ,Thorpe Road ,Melton Mowbray ,LE13 1SJ,Overall,Overall,Good,Good,Good,Good,Good,Good,14/03/2018,Location,http://www.cqc.org.uk/location/RWE10,RWE,University Hospitals of Leicester NHS Trust ,,-
RWEAA,Leicester Royal Infirmary ,NHS,Hospitals ,Infirmary Square , ,Leicester ,LE1 5WW,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,14/03/2018,Location,http://www.cqc.org.uk/location/RWEAA,RWE,University Hospitals of Leicester NHS Trust ,,-
RWEAE,Glenfield Hospital ,NHS,Hospitals ,Groby Road , ,Leicester ,LE3 9QP,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,14/03/2018,Location,http://www.cqc.org.uk/location/RWEAE,RWE,University Hospitals of Leicester NHS Trust ,,-
RWEAK,Leicester General Hospital ,NHS,Hospitals ,Gwendolen Road , ,Leicester ,LE5 4PW,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,14/03/2018,Location,http://www.cqc.org.uk/location/RWEAK,RWE,University Hospitals of Leicester NHS Trust ,,-
RWELS,St Lukes Hospital ,NHS,Hospitals ,33 Leicester Road , ,Market Harborough ,LE16 7BN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,14/03/2018,Provider,http://www.cqc.org.uk/provider/RWE,RWE,University Hospitals of Leicester NHS Trust ,,-
RWF03,Maidstone Hospital ,NHS,Hospitals ,Hermitage Lane , ,Maidstone ,ME16 9QQ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Good,03/02/2015,Location,http://www.cqc.org.uk/location/RWF03,RWF,Maidstone and Tunbridge Wells NHS Trust ,,-
RWFTW,The Tunbridge Wells Hospital at Pembury ,NHS,Hospitals ,Tonbridge Road ,Pembury ,Tunbridge Wells ,TN2 4QJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,09/03/2018,Location,http://www.cqc.org.uk/location/RWFTW,RWF,Maidstone and Tunbridge Wells NHS Trust ,,-
RWG02,Watford General Hospital ,NHS,Hospitals ,Vicarage Road , ,Watford ,WD18 0HB,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,28/02/2019,Location,http://www.cqc.org.uk/location/RWG02,RWG,West Hertfordshire Hospitals NHS Trust ,,-
RWG03,St Albans City Hospital ,NHS,Hospitals ,Waverley Road , ,St Albans ,AL3 5PN,Overall,Overall,Inadequate,Inadequate,Requires improvement,Good,Requires improvement,Inadequate,28/02/2019,Location,http://www.cqc.org.uk/location/RWG03,RWG,West Hertfordshire Hospitals NHS Trust ,,-
RWG08,Hemel Hempstead General Hospital ,NHS,Hospitals ,Hillfield Road , ,Hemel Hempstead ,HP2 4AD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Inadequate,28/02/2019,Location,http://www.cqc.org.uk/location/RWG08,RWG,West Hertfordshire Hospitals NHS Trust ,,-
RWH01,Lister Hospital ,NHS,Hospitals ,Coreys Mill Lane , ,Stevenage ,SG1 4AB,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,17/07/2018,Location,http://www.cqc.org.uk/location/RWH01,RWH,East and North Hertfordshire NHS Trust ,,-
RWH04,Mount Vernon Cancer Centre ,NHS,Hospitals ,Rickmansworth Road , ,Northwood ,HA6 2RN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,17/07/2018,Location,http://www.cqc.org.uk/location/RWH04,RWH,East and North Hertfordshire NHS Trust ,,-
RWH20,Queen Elizabeth II Hospital ,NHS,Hospitals ,Howlands , ,Welwyn Garden City ,AL7 4HQ,Overall,Overall,Inadequate,Inadequate,Requires improvement,Good,Good,Inadequate,17/07/2018,Location,http://www.cqc.org.uk/location/RWH20,RWH,East and North Hertfordshire NHS Trust ,,-
RWH23,Hertford County Hospital ,NHS,Hospitals ,North Road , ,Hertford ,SG14 1LP,Overall,Overall,Good,Good,Requires improvement,Good,Good,Good,05/04/2016,Location,http://www.cqc.org.uk/location/RWH23,RWH,East and North Hertfordshire NHS Trust ,,-
RWJ03,Devonshire Centre for Neuro-Rehabilitation ,NHS,Hospitals ,Cherry Tree Hospital ,Cherry Tree Lane ,Stockport ,SK2 7PZ,Overall,Overall,Good,Good,Requires improvement,Good,Good,Good,21/12/2018,Location,http://www.cqc.org.uk/location/RWJ03,RWJ,Stockport NHS Foundation Trust ,,-
RWJ09,Stepping Hill Hospital ,NHS,Hospitals ,Poplar Grove , ,Stockport ,SK2 7JE,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Good,21/12/2018,Location,http://www.cqc.org.uk/location/RWJ09,RWJ,Stockport NHS Foundation Trust ,,-
RWP01,Alexandra Hospital ,NHS,Hospitals ,Woodrow Drive , ,Redditch ,B98 7UB,Overall,Overall,Requires improvement,Requires improvement,Good,Requires improvement,Good,Requires improvement,20/09/2019,Location,http://www.cqc.org.uk/location/RWP01,RWP,Worcestershire Acute Hospitals NHS Trust ,,-
RWP31,Kidderminster Hospital and Treatment Centre ,NHS,Hospitals ,Bewdley Road , ,Kidderminster ,DY11 6RJ,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,20/09/2019,Location,http://www.cqc.org.uk/location/RWP31,RWP,Worcestershire Acute Hospitals NHS Trust ,,-
RWP50,Worcestershire Royal Hospital ,NHS,Hospitals ,Charles Hastings Way , ,Worcester ,WR5 1DD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,20/09/2019,Location,http://www.cqc.org.uk/location/RWP50,RWP,Worcestershire Acute Hospitals NHS Trust ,,-
RWWHG,Halton General Hospital ,NHS,Hospitals ,Hospital Way , ,Runcorn ,WA7 2DA,Overall,Overall,Good,Good,Good,Good,Good,Good,24/07/2019,Location,http://www.cqc.org.uk/location/RWWHG,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,,-
RWWWH,Warrington Hospital ,NHS,Hospitals ,Lovely Lane , ,Warrington ,WA5 1QG,Overall,Overall,Good,Good,Good,Good,Good,Good,24/07/2019,Location,http://www.cqc.org.uk/location/RWWWH,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,,-
RWXEK,Cremyll Road ,NHS,Hospitals ,7-9 Cremyll Road , ,Reading ,RG1 8NQ,Overall,Overall,Good,Good,Good,Good,Good,Outstanding,02/10/2018,Provider,http://www.cqc.org.uk/provider/RWX,RWX,Berkshire Healthcare NHS Foundation Trust ,,-
RWXZ1,St Marks Hospital ,NHS,Hospitals ,St Mark's Road , ,Maidenhead ,SL6 6DU,Overall,Overall,Good,Good,Good,Good,Good,Outstanding,02/10/2018,Provider,http://www.cqc.org.uk/provider/RWX,RWX,Berkshire Healthcare NHS Foundation Trust ,,-
RWY01,Huddersfield Royal Infirmary ,NHS,Hospitals ,Acre Street ,Lindley ,Huddersfield ,HD3 3EA,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,20/06/2018,Location,http://www.cqc.org.uk/location/RWY01,RWY,Calderdale and Huddersfield NHS Foundation Trust ,,-
RWY02,Calderdale Royal Hospital ,NHS,Hospitals ,The Calderdale Royal Hospital ,Salterhebble ,Halifax ,HX3 0PW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,20/06/2018,Location,http://www.cqc.org.uk/location/RWY02,RWY,Calderdale and Huddersfield NHS Foundation Trust ,,-
RX1CC,Nottingham City Hospital ,NHS,Hospitals ,Hucknall Road , ,Nottingham ,NG5 1PB,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,14/03/2019,Location,http://www.cqc.org.uk/location/RX1CC,RX1,Nottingham University Hospitals NHS Trust ,,-
RX1NL,Ropewalk House ,NHS,Hospitals ,113 The Ropewalk , ,Nottingham ,NG1 5DU,Overall,Overall,Good,Good,Good,Good,Good,Good,08/03/2016,Location,http://www.cqc.org.uk/location/RX1NL,RX1,Nottingham University Hospitals NHS Trust ,,-
RX1RA,Queen's Medical Centre ,NHS,Hospitals ,Derby Road , ,Nottingham ,NG7 2UH,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,14/03/2019,Location,http://www.cqc.org.uk/location/RX1RA,RX1,Nottingham University Hospitals NHS Trust ,,-
RX219,Sussex Partnership HQ ,Independent, ,Swandean ,Arundel Road ,Worthing ,BN13 3EP,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,, ,,-
RX438,Brooke House ,NHS,Hospitals ,Hetton Road , ,Houghton le Spring ,DH5 8NB,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX442,Queen Elizabeth Hospital ,NHS,Hospitals ,Sheriff Hill , ,Gateshead ,NE10 9RW,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX461,Elm House ,NHS,Hospitals ,31 Hillfield Street ,Bensham ,Gateshead ,NE8 1QE,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX467,Northgate Hospital ,NHS,Hospitals ,Northgate Hospital , ,Morpeth ,NE61 3BP,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4CA,Ferndene ,NHS,Hospitals ,Moor Road , ,Prudhoe ,NE42 5PB,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4E2,St George's Park ,NHS,Hospitals ,Cottingwood , ,Morpeth ,NE61 2NU,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4E4,St Nicholas Hospital ,NHS,Hospitals ,Jubilee Road ,Gosforth ,Newcastle upon Tyne ,NE3 3XT,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4E6,Campus of Ageing and Vitality ,NHS,Hospitals ,Westgate Road , ,Newcastle upon Tyne ,NE4 6BE,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4K2,Monkwearmouth Hospital ,NHS,Hospitals ,Newcastle Road , ,Sunderland ,SR5 1NB,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4W4,Walkergate Park ,NHS,Hospitals ,Benfield Road ,Walkergate ,Newcastle upon Tyne ,NE6 4PF,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,01/09/2016,Location,http://www.cqc.org.uk/location/RX4W4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4Y0,Rose Lodge ,NHS,Hospitals ,Hospital Drive , ,Hebburn ,NE31 2TH,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RX4Z3,Hopewood Park ,NHS,Hospitals ,Waterworks Road ,Ryhope ,Sunderland ,SR2 0NB,Overall,Overall,Outstanding,Good,Outstanding,Outstanding,Outstanding,Outstanding,26/07/2018,Provider,http://www.cqc.org.uk/provider/RX4,RX4,"Northumberland, Tyne and Wear NHS Foundation Trust ",,-
RXC01,Conquest Hospital ,NHS,Hospitals ,The Ridge , ,St Leonards on Sea ,TN37 7RD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,06/06/2018,Location,http://www.cqc.org.uk/location/RXC01,RXC,East Sussex Healthcare NHS Trust ,,-
RXC02,Eastbourne District General Hospital ,NHS,Hospitals ,Kings Drive , ,Eastbourne ,BN21 2UD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Good,06/06/2018,Location,http://www.cqc.org.uk/location/RXC02,RXC,East Sussex Healthcare NHS Trust ,,-
RXC03,Bexhill Hospital ,NHS,Hospitals ,Holliers Hill , ,Bexhill on Sea ,TN40 2DZ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Outstanding,Requires improvement,Good,06/06/2018,Provider,http://www.cqc.org.uk/provider/RXC,RXC,East Sussex Healthcare NHS Trust ,,-
RXC18,Uckfield Community Hospital ,NHS,Hospitals ,Framfield Road , ,Uckfield ,TN22 5AW,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Outstanding,Requires improvement,Good,06/06/2018,Provider,http://www.cqc.org.uk/provider/RXC,RXC,East Sussex Healthcare NHS Trust ,,-
RXF03,Pontefract Hospital ,NHS,Hospitals ,Friarwood Lane , ,Pontefract ,WF8 1PL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,07/12/2018,Location,http://www.cqc.org.uk/location/RXF03,RXF,The Mid Yorkshire Hospitals NHS Trust ,,-
RXF05,Pinderfields Hospital ,NHS,Hospitals ,Aberford Road , ,Wakefield ,WF1 4DG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,07/12/2018,Location,http://www.cqc.org.uk/location/RXF05,RXF,The Mid Yorkshire Hospitals NHS Trust ,,-
RXF10,Dewsbury and District Hospital ,NHS,Hospitals ,Halifax Road , ,Dewsbury ,WF13 4HS,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,07/12/2018,Location,http://www.cqc.org.uk/location/RXF10,RXF,The Mid Yorkshire Hospitals NHS Trust ,,-
RXG10,Fieldhead Hospital ,NHS,Hospitals ,Ouchthorpe Lane , ,Wakefield ,WF1 3SP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXG31,Poplars Community Unit for The Elderly ,NHS,Hospitals ,Southmoor Road ,Hemsworth ,Pontefract ,WF9 4LX,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXG36,Enfield Down ,NHS,Hospitals ,Station Road ,Honley ,Holmfirth ,HD9 6LL,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXG41,The Dales ,NHS,Hospitals ,The Calderdale Royal Hospital ,Salterhebble ,Halifax ,HX3 0PW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXG58,Lyndhurst ,NHS,Hospitals ,72 Victoria Road ,Elland ,Halifax ,HX5 0QF,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXG82,Kendray Hospital ,NHS,Hospitals ,Doncaster Road , ,Barnsley ,S70 3RD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXGDD,Priestley Unit ,NHS,Hospitals ,Dewsbury and District Hospital ,Halifax Road ,Dewsbury ,WF13 4HS,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/08/2019,Provider,http://www.cqc.org.uk/provider/RXG,RXG,South West Yorkshire Partnership NHS Foundation Trust ,,-
RXH01,Royal Sussex County Hospital ,NHS,Hospitals ,Royal Sussex County Hospital , ,Brighton ,BN2 5BE,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,08/01/2019,Location,http://www.cqc.org.uk/location/RXH01,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
RXH05,Brighton General Hospital ,NHS,Hospitals ,Elm Grove , ,Brighton ,BN2 3EW,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,08/01/2019,Provider,http://www.cqc.org.uk/provider/RXH,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
RXH06,Royal Alexandra Children's Hospital ,NHS,Hospitals ,Royal Sussex County Hospital , ,Brighton ,BN2 5BE,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,08/01/2019,Provider,http://www.cqc.org.uk/provider/RXH,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
RXH09,Princess Royal Hospital ,NHS,Hospitals ,Lewes Road , ,Haywards Heath ,RH16 4EX,Overall,Overall,Good,Good,Good,Good,Good,Good,08/01/2019,Location,http://www.cqc.org.uk/location/RXH09,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
RXH17,Hove Polyclinic ,NHS,Hospitals ,Neville Avenue , ,Hove ,BN3 7HY,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,08/08/2014,Location,http://www.cqc.org.uk/location/RXH17,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
