YearMonth,Rolling_Data_Month,Region Code,Data Type,Location ID,Location Name,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total NonAdmitted,95th percentile waiting time (in weeks)
201910,Current Month,Y58,Independent,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,C_110,Trauma & Orthopaedics,65,17.75
201910,Current Month,Y58,Independent,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,C_120,"Ear, Nose & Throat (ENT)",26,16.85
201910,Current Month,Y58,Independent,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,C_130,Ophthalmology,30,21.5
201910,Current Month,Y58,Independent,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,C_301,Gastroenterology,27,5.325
201910,Current Month,Y58,Independent,1-4317894001,Shepton Mallet NHS Treatment Centre ,NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,C_999,Total,208,17.2
201910,Current Month,Y58,Independent,1-498287291,St Georges Surgery ,ACG18,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH SOMERSET - WESTON SUPER MARE,C_130,Ophthalmology,49,3.55
201910,Current Month,Y58,Independent,1-498287291,St Georges Surgery ,ACG18,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH SOMERSET - WESTON SUPER MARE,C_999,Total,49,3.55
201910,Current Month,Y58,Independent,1-918228984,Nuffield Health Bristol Hospital - The Chesterfield ,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",C_301,Gastroenterology,47,5.93974358974359
201910,Current Month,Y58,Independent,1-918228984,Nuffield Health Bristol Hospital - The Chesterfield ,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",C_999,Total,92,16.4
201910,Current Month,Y58,Independent,1-918228984,Nuffield Health Bristol Hospital - The Chesterfield ,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",X01,Other,25,24.375
201910,Current Month,Y59,Independent,1-115574357,Nuffield Health Brighton Hospital ,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",C_999,Total,27,24.65
201910,Current Month,Y59,Independent,1-115574439,Nuffield Health Chichester Hospital ,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_101,Urology,41,4.975
201910,Current Month,Y59,Independent,1-115574439,Nuffield Health Chichester Hospital ,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",C_999,Total,62,10.9
201910,Current Month,Y59,Independent,1-115574778,Nuffield Health Tunbridge Wells Hospital ,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",C_999,Total,20,12
201910,Current Month,Y59,Independent,1-115574818,Nuffield Health Wessex Hospital ,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",C_110,Trauma & Orthopaedics,59,27.525
201910,Current Month,Y59,Independent,1-115574818,Nuffield Health Wessex Hospital ,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",C_999,Total,59,27.525
201910,Current Month,Y59,Independent,1-115574838,Nuffield Health Woking Hospital ,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",C_999,Total,20,10
201910,Current Month,Y59,Independent,1-118024670,Benenden Hospital ,NWF01,BENENDEN HOSPITAL,C_100,General Surgery,31,23.45
201910,Current Month,Y59,Independent,1-118024670,Benenden Hospital ,NWF01,BENENDEN HOSPITAL,C_110,Trauma & Orthopaedics,28,41.6
201910,Current Month,Y59,Independent,1-118024670,Benenden Hospital ,NWF01,BENENDEN HOSPITAL,C_301,Gastroenterology,38,23.1
201910,Current Month,Y59,Independent,1-118024670,Benenden Hospital ,NWF01,BENENDEN HOSPITAL,C_999,Total,125,23.5833333333333
201910,Current Month,Y59,Independent,1-1285831303,KIMS Hospital ,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_100,General Surgery,26,21.7
201910,Current Month,Y59,Independent,1-1285831303,KIMS Hospital ,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_110,Trauma & Orthopaedics,117,28.575
201910,Current Month,Y59,Independent,1-1285831303,KIMS Hospital ,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_502,Gynaecology,32,30.4
201910,Current Month,Y59,Independent,1-1285831303,KIMS Hospital ,ADP02,KIMS HOSPITAL (NEWNHAM COURT),C_999,Total,192,28.1333333333333
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_100,General Surgery,29,16.275
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_101,Urology,23,13.85
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_110,Trauma & Orthopaedics,45,15.75
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",22,12.95
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_301,Gastroenterology,25,12.75
201910,Current Month,Y59,Independent,1-128718687,Ashtead Hospital ,NVC01,ASHTEAD HOSPITAL,C_999,Total,160,16
201910,Current Month,Y59,Independent,1-128732838,Horton Treatment Centre ,NVC25,HORTON NHS TREATMENT CENTRE,C_110,Trauma & Orthopaedics,189,16.755
201910,Current Month,Y59,Independent,1-128732838,Horton Treatment Centre ,NVC25,HORTON NHS TREATMENT CENTRE,C_999,Total,190,16.75
201910,Current Month,Y59,Independent,1-128733015,North Downs Hospital ,NVC11,NORTH DOWNS HOSPITAL,C_110,Trauma & Orthopaedics,51,15.225
201910,Current Month,Y59,Independent,1-128733015,North Downs Hospital ,NVC11,NORTH DOWNS HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",22,11.9666666666667
201910,Current Month,Y59,Independent,1-128733015,North Downs Hospital ,NVC11,NORTH DOWNS HOSPITAL,C_999,Total,126,14.35
201910,Current Month,Y59,Independent,1-128733141,The Berkshire Independent Hospital ,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,C_101,Urology,75,10.25
201910,Current Month,Y59,Independent,1-128733141,The Berkshire Independent Hospital ,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,C_110,Trauma & Orthopaedics,131,14.89
201910,Current Month,Y59,Independent,1-128733141,The Berkshire Independent Hospital ,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,C_502,Gynaecology,23,11.925
201910,Current Month,Y59,Independent,1-128733141,The Berkshire Independent Hospital ,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,C_999,Total,327,13.5214285714286
201910,Current Month,Y59,Independent,1-128733141,The Berkshire Independent Hospital ,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,X01,Other,83,2.84999999999999
201910,Current Month,Y59,Independent,1-128758622,BMI The Chiltern Hospital ,NT410,BMI - THE CHILTERN HOSPITAL,C_100,General Surgery,25,16.375
201910,Current Month,Y59,Independent,1-128758622,BMI The Chiltern Hospital ,NT410,BMI - THE CHILTERN HOSPITAL,C_110,Trauma & Orthopaedics,28,20.6
201910,Current Month,Y59,Independent,1-128758622,BMI The Chiltern Hospital ,NT410,BMI - THE CHILTERN HOSPITAL,C_999,Total,85,18.75
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_100,General Surgery,28,18.6
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_101,Urology,41,17.95
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_110,Trauma & Orthopaedics,45,26.9166666666667
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_301,Gastroenterology,24,20.9
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_502,Gynaecology,51,26.45
201910,Current Month,Y59,Independent,1-128758675,BMI The Chaucer Hospital ,NT408,BMI - THE CHAUCER HOSPITAL,C_999,Total,207,25.325
201910,Current Month,Y59,Independent,1-128766799,BMI Goring Hall Hospital ,NT417,BMI - GORING HALL HOSPITAL,C_999,Total,43,18.85
201910,Current Month,Y59,Independent,1-128766820,BMI The Hampshire Clinic ,NT418,BMI - THE HAMPSHIRE CLINIC,C_101,Urology,45,19.5833333333333
201910,Current Month,Y59,Independent,1-128766820,BMI The Hampshire Clinic ,NT418,BMI - THE HAMPSHIRE CLINIC,C_110,Trauma & Orthopaedics,34,20.7666666666667
201910,Current Month,Y59,Independent,1-128766820,BMI The Hampshire Clinic ,NT418,BMI - THE HAMPSHIRE CLINIC,C_999,Total,150,20.1
201910,Current Month,Y59,Independent,1-128767043,BMI Mount Alvernia Hospital ,NT455,BMI MOUNT ALVERNIA HOSPITAL,C_110,Trauma & Orthopaedics,22,17.95
201910,Current Month,Y59,Independent,1-128767043,BMI Mount Alvernia Hospital ,NT455,BMI MOUNT ALVERNIA HOSPITAL,C_999,Total,79,28.025
201910,Current Month,Y59,Independent,1-128767105,BMI The Princess Margaret Hospital ,NT428,BMI - THE PRINCESS MARGARET HOSPITAL,C_110,Trauma & Orthopaedics,22,6.9
201910,Current Month,Y59,Independent,1-128767105,BMI The Princess Margaret Hospital ,NT428,BMI - THE PRINCESS MARGARET HOSPITAL,C_502,Gynaecology,21,17.975
201910,Current Month,Y59,Independent,1-128767105,BMI The Princess Margaret Hospital ,NT428,BMI - THE PRINCESS MARGARET HOSPITAL,C_999,Total,70,17.5
201910,Current Month,Y59,Independent,1-128767211,BMI Sarum Road Hospital ,NT433,BMI - SARUM ROAD HOSPITAL,C_110,Trauma & Orthopaedics,31,23.45
201910,Current Month,Y59,Independent,1-128767211,BMI Sarum Road Hospital ,NT433,BMI - SARUM ROAD HOSPITAL,C_999,Total,40,24
201910,Current Month,Y59,Independent,1-128767252,BMI The Shelburne Hospital ,NT435,BMI - THE SHELBURNE HOSPITAL,C_110,Trauma & Orthopaedics,28,22.6
201910,Current Month,Y59,Independent,1-128767252,BMI The Shelburne Hospital ,NT435,BMI - THE SHELBURNE HOSPITAL,C_999,Total,55,22.25
201910,Current Month,Y59,Independent,1-129783078,Spire Alexandra Hospital ,NT312,SPIRE ALEXANDRA HOSPITAL,C_110,Trauma & Orthopaedics,42,20.9
201910,Current Month,Y59,Independent,1-129783078,Spire Alexandra Hospital ,NT312,SPIRE ALEXANDRA HOSPITAL,C_502,Gynaecology,31,30.45
201910,Current Month,Y59,Independent,1-129783078,Spire Alexandra Hospital ,NT312,SPIRE ALEXANDRA HOSPITAL,C_999,Total,86,25.7
201910,Current Month,Y59,Independent,1-129798357,Spire Portsmouth Hospital ,NT305,SPIRE PORTSMOUTH HOSPITAL,C_110,Trauma & Orthopaedics,81,27.95
201910,Current Month,Y59,Independent,1-129798357,Spire Portsmouth Hospital ,NT305,SPIRE PORTSMOUTH HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",21,5.99
201910,Current Month,Y59,Independent,1-129798357,Spire Portsmouth Hospital ,NT305,SPIRE PORTSMOUTH HOSPITAL,C_999,Total,103,25.925
201910,Current Month,Y59,Independent,1-129798412,Spire Southampton Hospital ,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_110,Trauma & Orthopaedics,85,32.5833333333333
201910,Current Month,Y59,Independent,1-129798412,Spire Southampton Hospital ,NT304,SPIRE SOUTHAMPTON HOSPITAL,C_999,Total,88,32.5333333333333
201910,Current Month,Y59,Independent,1-129798431,Spire Sussex Hospital ,NT309,SPIRE SUSSEX HOSPITAL,C_110,Trauma & Orthopaedics,52,21.4
201910,Current Month,Y59,Independent,1-129798431,Spire Sussex Hospital ,NT309,SPIRE SUSSEX HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",29,9.51666666666667
201910,Current Month,Y59,Independent,1-129798431,Spire Sussex Hospital ,NT309,SPIRE SUSSEX HOSPITAL,C_502,Gynaecology,22,23.9
201910,Current Month,Y59,Independent,1-129798431,Spire Sussex Hospital ,NT309,SPIRE SUSSEX HOSPITAL,C_999,Total,120,22
201910,Current Month,Y59,Independent,1-129798450,Spire Tunbridge Wells Hospital ,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,C_999,Total,25,17.75
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_100,General Surgery,36,18.2
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_101,Urology,29,34.55
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_110,Trauma & Orthopaedics,93,9.34999999999999
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_120,"Ear, Nose & Throat (ENT)",199,10.5041666666667
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_130,Ophthalmology,465,10.9166666666667
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_301,Gastroenterology,83,22.425
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_320,Cardiology,51,5.45
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_330,Dermatology,298,8.65
201910,Current Month,Y59,Independent,1-221399033,St Mary's NHS Treatment Centre ,NTPAD,ST MARY'S NHS TREATMENT CENTRE,C_999,Total,1254,11.1916666666667
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_100,General Surgery,136,22.6
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_101,Urology,124,21.8
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_110,Trauma & Orthopaedics,330,19.1666666666667
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_120,"Ear, Nose & Throat (ENT)",79,26.05
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_130,Ophthalmology,30,19.5
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_140,Oral Surgery,294,24.1
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_301,Gastroenterology,85,24.75
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_502,Gynaecology,89,20.775
201910,Current Month,Y59,Independent,1-2254088615,Southampton NHS Treatment Centre ,NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,C_999,Total,1167,22.4227272727273
201910,Current Month,Y59,Independent,1-2745284068,Spire Dunedin Hospital ,NT344,SPIRE DUNEDIN HOSPITAL,C_100,General Surgery,21,20.95
201910,Current Month,Y59,Independent,1-2745284068,Spire Dunedin Hospital ,NT344,SPIRE DUNEDIN HOSPITAL,C_110,Trauma & Orthopaedics,79,27.525
201910,Current Month,Y59,Independent,1-2745284068,Spire Dunedin Hospital ,NT344,SPIRE DUNEDIN HOSPITAL,C_999,Total,117,25.15
201910,Current Month,Y59,Independent,1-2745447408,Spire Clare Park Hospital ,NT345,SPIRE CLARE PARK HOSPITAL,C_100,General Surgery,32,17.4
201910,Current Month,Y59,Independent,1-2745447408,Spire Clare Park Hospital ,NT345,SPIRE CLARE PARK HOSPITAL,C_110,Trauma & Orthopaedics,25,17.75
201910,Current Month,Y59,Independent,1-2745447408,Spire Clare Park Hospital ,NT345,SPIRE CLARE PARK HOSPITAL,C_999,Total,73,17.675
201910,Current Month,Y59,Independent,1-349744874,Will Adams NHS Treatment Centre ,NTP16,WILL ADAMS NHS TREATMENT CENTRE,C_100,General Surgery,98,13.7
201910,Current Month,Y59,Independent,1-349744874,Will Adams NHS Treatment Centre ,NTP16,WILL ADAMS NHS TREATMENT CENTRE,C_130,Ophthalmology,161,11.9875
201910,Current Month,Y59,Independent,1-349744874,Will Adams NHS Treatment Centre ,NTP16,WILL ADAMS NHS TREATMENT CENTRE,C_301,Gastroenterology,64,10.4
201910,Current Month,Y59,Independent,1-349744874,Will Adams NHS Treatment Centre ,NTP16,WILL ADAMS NHS TREATMENT CENTRE,C_999,Total,341,11.9928571428571
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_110,Trauma & Orthopaedics,249,20.275
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",74,12.65
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_130,Ophthalmology,27,9.65
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_301,Gastroenterology,96,28.2
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_502,Gynaecology,103,19.925
201910,Current Month,Y59,Independent,1-445725083,Circle Reading,NV323,CIRCLE READING HOSPITAL,C_999,Total,576,20.84
201910,Current Month,Y59,Independent,1-523658550,The Montefiore Hospital ,NT364,SPIRE MONTEFIORE HOSPITAL,C_110,Trauma & Orthopaedics,21,38.95
201910,Current Month,Y59,Independent,1-523658550,The Montefiore Hospital ,NT364,SPIRE MONTEFIORE HOSPITAL,C_999,Total,42,37.9
201910,Current Month,Y60,Independent,1-1027042974,Leicestershire Consultant Eye Surgeons LLP @ The Stoneygate Eye Hospital ,ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),C_130,Ophthalmology,27,6.65
201910,Current Month,Y60,Independent,1-1027042974,Leicestershire Consultant Eye Surgeons LLP @ The Stoneygate Eye Hospital ,ACG07,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEICESTERSHIRE - LEICESTER (STONEYGATE EYE HOSPITAL),C_999,Total,27,6.65
201910,Current Month,Y60,Independent,1-115574458,Nuffield Health Derby Hospital ,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_110,Trauma & Orthopaedics,71,28.45
201910,Current Month,Y60,Independent,1-115574458,Nuffield Health Derby Hospital ,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_120,"Ear, Nose & Throat (ENT)",42,12.95
201910,Current Month,Y60,Independent,1-115574458,Nuffield Health Derby Hospital ,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",C_999,Total,122,19.6333333333333
201910,Current Month,Y60,Independent,1-115574537,Nuffield Health Hereford Hospital ,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_100,General Surgery,47,11.65
201910,Current Month,Y60,Independent,1-115574537,Nuffield Health Hereford Hospital ,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_110,Trauma & Orthopaedics,46,18.35
201910,Current Month,Y60,Independent,1-115574537,Nuffield Health Hereford Hospital ,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",C_999,Total,93,17.675
201910,Current Month,Y60,Independent,1-115574597,Nuffield Health Leicester Hospital ,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_110,Trauma & Orthopaedics,60,10
201910,Current Month,Y60,Independent,1-115574597,Nuffield Health Leicester Hospital ,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_120,"Ear, Nose & Throat (ENT)",50,11.5
201910,Current Month,Y60,Independent,1-115574597,Nuffield Health Leicester Hospital ,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",C_999,Total,118,11.3666666666667
201910,Current Month,Y60,Independent,1-115574639,Nuffield Health North Staffordshire Hospital ,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_110,Trauma & Orthopaedics,91,18.6125
201910,Current Month,Y60,Independent,1-115574639,Nuffield Health North Staffordshire Hospital ,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",C_999,Total,91,18.6125
201910,Current Month,Y60,Independent,1-115574678,Nuffield Health Shrewsbury Hospital ,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",C_999,Total,27,17.65
201910,Current Month,Y60,Independent,1-115574798,Nuffield Health Warwickshire Hospital ,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_110,Trauma & Orthopaedics,27,28.65
201910,Current Month,Y60,Independent,1-115574798,Nuffield Health Warwickshire Hospital ,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",C_999,Total,34,28.3
201910,Current Month,Y60,Independent,1-115574857,Nuffield Health Wolverhampton Hospital ,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_110,Trauma & Orthopaedics,58,13.1
201910,Current Month,Y60,Independent,1-115574857,Nuffield Health Wolverhampton Hospital ,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_130,Ophthalmology,23,10.85
201910,Current Month,Y60,Independent,1-115574857,Nuffield Health Wolverhampton Hospital ,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",C_999,Total,82,11.9
201910,Current Month,Y60,Independent,1-120632398,Midland Eye ,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,C_130,Ophthalmology,81,12.2375
201910,Current Month,Y60,Independent,1-120632398,Midland Eye ,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,C_999,Total,81,12.2375
201910,Current Month,Y60,Independent,1-128732808,Boston West Hospital ,NVC27,BOSTON WEST HOSPITAL,C_101,Urology,26,2.85
201910,Current Month,Y60,Independent,1-128732808,Boston West Hospital ,NVC27,BOSTON WEST HOSPITAL,C_110,Trauma & Orthopaedics,28,17.8
201910,Current Month,Y60,Independent,1-128732808,Boston West Hospital ,NVC27,BOSTON WEST HOSPITAL,C_130,Ophthalmology,38,20.1
201910,Current Month,Y60,Independent,1-128732808,Boston West Hospital ,NVC27,BOSTON WEST HOSPITAL,C_502,Gynaecology,30,17.25
201910,Current Month,Y60,Independent,1-128732808,Boston West Hospital ,NVC27,BOSTON WEST HOSPITAL,C_999,Total,138,19.025
201910,Current Month,Y60,Independent,1-128732964,Rowley Hall Hospital ,NVC17,ROWLEY HALL HOSPITAL,C_110,Trauma & Orthopaedics,163,13.7125
201910,Current Month,Y60,Independent,1-128732964,Rowley Hall Hospital ,NVC17,ROWLEY HALL HOSPITAL,C_502,Gynaecology,21,14.95
201910,Current Month,Y60,Independent,1-128732964,Rowley Hall Hospital ,NVC17,ROWLEY HALL HOSPITAL,C_999,Total,240,13.8333333333333
201910,Current Month,Y60,Independent,1-128733177,West Midlands Hospital ,NVC21,WEST MIDLANDS HOSPITAL,C_110,Trauma & Orthopaedics,106,15.74
201910,Current Month,Y60,Independent,1-128733177,West Midlands Hospital ,NVC21,WEST MIDLANDS HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",29,5.775
201910,Current Month,Y60,Independent,1-128733177,West Midlands Hospital ,NVC21,WEST MIDLANDS HOSPITAL,C_502,Gynaecology,56,8.2
201910,Current Month,Y60,Independent,1-128733177,West Midlands Hospital ,NVC21,WEST MIDLANDS HOSPITAL,C_999,Total,379,14.0083333333333
201910,Current Month,Y60,Independent,1-128733177,West Midlands Hospital ,NVC21,WEST MIDLANDS HOSPITAL,X01,Other,155,0.981666666666667
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_101,Urology,33,16.675
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_110,Trauma & Orthopaedics,171,14.8166666666667
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",52,14.7
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_130,Ophthalmology,76,14.6
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_301,Gastroenterology,34,2.65
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_502,Gynaecology,45,15.375
201910,Current Month,Y60,Independent,1-128733213,Woodland Hospital ,NVC23,WOODLAND HOSPITAL,C_999,Total,442,14.5571428571429
201910,Current Month,Y60,Independent,1-128758464,BMI The Edgbaston Hospital ,NT445,BMI THE EDGBASTON HOSPITAL,C_101,Urology,34,22.3
201910,Current Month,Y60,Independent,1-128758464,BMI The Edgbaston Hospital ,NT445,BMI THE EDGBASTON HOSPITAL,C_110,Trauma & Orthopaedics,115,20.125
201910,Current Month,Y60,Independent,1-128758464,BMI The Edgbaston Hospital ,NT445,BMI THE EDGBASTON HOSPITAL,C_502,Gynaecology,45,18.75
201910,Current Month,Y60,Independent,1-128758464,BMI The Edgbaston Hospital ,NT445,BMI THE EDGBASTON HOSPITAL,C_999,Total,229,18.85
201910,Current Month,Y60,Independent,1-128758696,BMI The Droitwich Spa Hospital ,NT412,BMI - THE DROITWICH SPA HOSPITAL,C_110,Trauma & Orthopaedics,43,23.85
201910,Current Month,Y60,Independent,1-128758696,BMI The Droitwich Spa Hospital ,NT412,BMI - THE DROITWICH SPA HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",33,11.35
201910,Current Month,Y60,Independent,1-128758696,BMI The Droitwich Spa Hospital ,NT412,BMI - THE DROITWICH SPA HOSPITAL,C_301,Gastroenterology,20,17
201910,Current Month,Y60,Independent,1-128758696,BMI The Droitwich Spa Hospital ,NT412,BMI - THE DROITWICH SPA HOSPITAL,C_999,Total,146,17.85
201910,Current Month,Y60,Independent,1-128766946,BMI The Lincoln Hospital ,NT450,BMI THE LINCOLN HOSPITAL,C_101,Urology,58,20.55
201910,Current Month,Y60,Independent,1-128766946,BMI The Lincoln Hospital ,NT450,BMI THE LINCOLN HOSPITAL,C_110,Trauma & Orthopaedics,65,19.75
201910,Current Month,Y60,Independent,1-128766946,BMI The Lincoln Hospital ,NT450,BMI THE LINCOLN HOSPITAL,C_999,Total,128,20.5333333333333
201910,Current Month,Y60,Independent,1-128767023,BMI The Meriden Hospital ,NT424,BMI - THE MERIDEN HOSPITAL,C_100,General Surgery,22,25.9
201910,Current Month,Y60,Independent,1-128767023,BMI The Meriden Hospital ,NT424,BMI - THE MERIDEN HOSPITAL,C_110,Trauma & Orthopaedics,65,22.875
201910,Current Month,Y60,Independent,1-128767023,BMI The Meriden Hospital ,NT424,BMI - THE MERIDEN HOSPITAL,C_120,"Ear, Nose & Throat (ENT)",26,24.35
