YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,3,Non-obstetric Ultrasound,3532,7,0,0.2
201912,Current Month,RVR90,Leatherhead,RVR,Epsom and St Helier University Hospitals NHS Trust ,1,Magnetic Resonance Imaging,2389,788,71,32.98
201912,Current Month,RVR06,Sutton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust ,12,Colonoscopy,472,39,5,8.26
201912,Current Month,RNA01,Russells Hall Hospital,RNA,The Dudley Group NHS Foundation Trust ,13,Flexi Sigmoidoscopy,352,133,27,37.78
201912,Current Month,RDDH1,Orsett Hospital,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,1,Magnetic Resonance Imaging,1566,21,0,1.34
201912,Current Month,R0B01,Sunderland Royal Hospital,R0B,South Tynside and Sunderland NHS Foundation Trust ,5,DEXA Scan,84,0,0,0
201912,Current Month,RH853,Tiverton District Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,2,Computed Tomography,778,184,79,23.65
201912,Current Month,RYR18,Worthing Hospital,RYR,Western Sussex Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,77,0,0,0
201912,Current Month,1-416254957,Inhealth Endoscopy Unit - Cirencester Hospital,NV1,InHealth Ltd ,16,Total,10227,154,13,1.51
201912,Current Month,1-106389976,Cobham Day Surgery,NVM,Epsomedical Group ,12,Colonoscopy,24,0,0,0
201912,Current Month,RXR10,Burnley General Hospital,RXR,East Lancashire Hospitals NHS Trust ,14,Cystoscopy,84,5,0,5.95
201912,Current Month,1-128766718,BMI The Duchy Hospital,NT447,BMI The Duchy Hospital ,4,Barium Enema,0,0,0,0
201912,Current Month,RALRA,Edgware Community Hospital,RAL,Royal Free London NHS Foundation Trust ,1,Magnetic Resonance Imaging,2440,15,0,0.61
201912,Current Month,RTE01,Cheltenham General Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,2,Computed Tomography,1739,25,0,1.44
201912,Current Month,RTE27,Stroud Maternity Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,182,0,0,0
201912,Current Month,RTFFS,North Tyneside General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,7,Cardiology - Echocardiography,613,3,0,0.49
201912,Current Month,RNNX1,Cumberland Infirmary,RNN,North Cumbria Integrated Care NHS Foundation Trust ,1,Magnetic Resonance Imaging,1130,2,0,0.18
201912,Current Month,RRKX3,Good Hope Hospital,RRK,University Hospitals Birmingham NHS Foundation Trust ,3,Non-obstetric Ultrasound,7696,199,0,2.59
201912,Current Month,,,NLE06,Glodwick Primary Care Centre ,16,Total,266,57,0,21.43
201912,Current Month,1-129798115,Spire Bushey Hospital,NT315,Spire Bushey Hospital ,16,Total,31,0,0,0
201912,Current Month,,,NEF,Peninsula Ultrasound Ltd ,3,Non-obstetric Ultrasound,867,0,0,0
201912,Current Month,1-128758337,BMI Bishops Wood Hospital,NT405,BMI - Bishops Wood ,16,Total,34,1,0,2.94
201912,Current Month,RAPST,St Ann's Hospital,RAP,North Middlesex University Hospital NHS Trust ,3,Non-obstetric Ultrasound,1594,0,0,0
201912,Current Month,RXP35,Richardson Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,7,Cardiology - Echocardiography,1037,0,0,0
201912,Current Month,1-448630423,Oxfordshire Community Endoscopy,NV1,InHealth Ltd ,6,Audiology - Audiology Assessments,1133,19,0,1.68
201912,Current Month,1-632977235,Inhealth Diagnostic Centre,NV1,InHealth Ltd ,7,Cardiology - Echocardiography,1461,20,6,1.37
201912,Current Month,RQ8RR,Braintree Community Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,11,Urodynamics - Pressures & Flows,2,0,0,0
201912,Current Month,RTH08,John Radcliffe Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,268,19,1,7.09
201912,Current Month,RTP02,Crawley Hospital,RTP,Surrey and Sussex Healthcare NHS Trust ,16,Total,5326,68,0,1.28
201912,Current Month,RVR90,Leatherhead,RVR,Epsom and St Helier University Hospitals NHS Trust ,5,DEXA Scan,76,0,0,0
201912,Current Month,RYGCL,Ashby House,RYG,Coventry and Warwickshire Partnership NHS Trust ,16,Total,86,0,0,0
201912,Current Month,1-199353595,Cobalt Health,NT9,Alliance Medical ,16,Total,306,0,0,0
201912,Current Month,RAPST,St Ann's Hospital,RAP,North Middlesex University Hospital NHS Trust ,7,Cardiology - Echocardiography,637,0,0,0
201912,Current Month,RNN42,Workington Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,13,Flexi Sigmoidoscopy,118,47,2,39.83
201912,Current Month,RRV03,University College Hospital & Elizabeth Garrett Anderson Wing,RRV,University College London Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,1872,60,10,3.21
201912,Current Month,RJE01,The Royal Stoke University Hospital,RJE,University Hospitals of North Midlands NHS Trust ,8,Cardiology - Electrophysiology,1,0,0,0
201912,Current Month,RBA11,Musgrove Park Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,226,7,0,3.1
201912,Current Month,RH801,Royal Devon & Exeter Hospital (Wonford),RH8,Royal Devon and Exeter NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,1-4111936816,"Christmas Maltings, Clements & Keddington Surgery",NDL01,Suffolk GP Federation - Woodbridge ,3,Non-obstetric Ultrasound,1328,103,3,7.76
201912,Current Month,1-128758255,BMI Bath Clinic,NT402,BMI - Bath Clinic ,14,Cystoscopy,0,0,0,0
201912,Current Month,RBAC3,Bridgwater Community Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,226,7,0,3.1
201912,Current Month,RWDLD,Johnson Community Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,16,Total,6765,397,84,5.87
201912,Current Month,R0B0M,Shotley Bridge,R0B,South Tynside and Sunderland NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,110,0,0,0
201912,Current Month,RJZ30,Princess Royal University Hospital,RJZ,King's College Hospital NHS Foundation Trust ,5,DEXA Scan,384,7,0,1.82
201912,Current Month,R1HNH,Newham University Hospital,R1H,Barts Health NHS Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RX1RA,Queen's Medical Centre,RX1,Nottingham University Hospitals NHS Trust ,3,Non-obstetric Ultrasound,2055,0,0,0
201912,Current Month,RH833,Okehampton Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,59,3,3,5.08
201912,Current Month,RJC03,Stratford Hospital,RJC,South Warwickshire NHS Foundation Trust ,5,DEXA Scan,223,1,1,0.45
201912,Current Month,RBS25,Alder Hey Children's Hospital,RBS,Alder Hey Children's NHS Foundation Trust ,1,Magnetic Resonance Imaging,170,0,0,0
201912,Current Month,RHW01,Royal Berkshire Hospital,RHW,Royal Berkshire NHS Foundation Trust ,7,Cardiology - Echocardiography,258,26,1,10.08
201912,Current Month,RKEQ4,The Whittington Hospital,RKE,Whittington Health NHS Trust ,14,Cystoscopy,150,0,0,0
201912,Current Month,RDYFF,Swanage Community Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,9,0,0,0
201912,Current Month,RRF01,Leigh Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",6,Audiology - Audiology Assessments,170,0,0,0
201912,Current Month,RK5HP,Newark Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,12,Colonoscopy,174,1,0,0.57
201912,Current Month,RVWAA,University Hospital of Hartlepool,RVW,North Tees and Hartlepool NHS Foundation Trust ,2,Computed Tomography,854,39,0,4.57
201912,Current Month,RCF22,Airedale General Hospital,RCF,Airedale NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,33,0,0,0
201912,Current Month,R0B0B,Durham Diagnostics and Treatment Centre,R0B,South Tynside and Sunderland NHS Foundation Trust ,3,Non-obstetric Ultrasound,2601,3,0,0.12
201912,Current Month,RXP69,Weardale Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,121,0,0,0
201912,Current Month,1-128733159,The Yorkshire Clinic,NVC20,The Yorkshire Clinic ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,R1H12,The Royal London Hospital,R1H,Barts Health NHS Trust ,10,Respiratory physiology - Sleep Studies,270,13,2,4.81
201912,Current Month,RH801,Royal Devon & Exeter Hospital (Wonford),RH8,Royal Devon and Exeter NHS Foundation Trust ,1,Magnetic Resonance Imaging,1058,185,79,17.49
201912,Current Month,1-128767084,BMI The Park Hospital,NT427,BMI - The Park Hospital ,3,Non-obstetric Ultrasound,9,0,0,0
201912,Current Month,R1K02,Central Middlesex Hospital,R1K,London North West University Healthcare NHS Trust ,11,Urodynamics - Pressures & Flows,22,0,0,0
201912,Current Month,RBZ86,Seaton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,2,Computed Tomography,412,148,84,35.92
201912,Current Month,RW1Q6,Hythe Hospital,RW1,Southern Health NHS Foundation Trust ,12,Colonoscopy,40,1,0,2.5
201912,Current Month,RBK02,Manor Hospital,RBK,Walsall Healthcare NHS Trust ,15,Gastroscopy,184,4,0,2.17
201912,Current Month,1-115574578,Nuffield Health Leeds Hospital,NT225,"Nuffield Health, Leeds Hospital ",15,Gastroscopy,1,0,0,0
201912,Current Month,RDU52,Heatherwood Hospital,RDU,Frimley Health NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,44,2,0,4.55
201912,Current Month,1-523658550,The Montefiore Hospital,NT364,Spire Montefiore Hospital ,3,Non-obstetric Ultrasound,6,0,0,0
201912,Current Month,RJC02,Warwick Hospital,RJC,South Warwickshire NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,27,1,0,3.7
201912,Current Month,RVY01,Southport & Formby District General Hospital,RVY,Southport and Ormskirk Hospital NHS Trust ,1,Magnetic Resonance Imaging,265,1,0,0.38
201912,Current Month,1-128732982,Mount Stuart Hospital,NVC08,Mount Stuart Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RGR50,West Suffolk Hospital,RGR,West Suffolk NHS Foundation Trust ,7,Cardiology - Echocardiography,647,1,0,0.15
201912,Current Month,RA7CQ,Central Health Clinic,RA7,University Hospitals Bristol NHS Foundation Trust ,1,Magnetic Resonance Imaging,1798,92,34,5.12
201912,Current Month,RDYEG,Westhaven Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,6,Audiology - Audiology Assessments,548,0,0,0
201912,Current Month,REF01,West Cornwall Hospital,REF,Royal Cornwall Hospitals NHS Trust ,14,Cystoscopy,166,4,1,2.41
201912,Current Month,RH802,Royal Devon & Exeter Hospital (Heavitree),RH8,Royal Devon and Exeter NHS Foundation Trust ,12,Colonoscopy,122,39,17,31.97
201912,Current Month,RHQHH,Royal Hallamshire Hospital,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,12,Colonoscopy,445,0,0,0
201912,Current Month,RVR90,Leatherhead,RVR,Epsom and St Helier University Hospitals NHS Trust ,3,Non-obstetric Ultrasound,4788,388,3,8.1
201912,Current Month,R1K03,St Mark's Hospital,R1K,London North West University Healthcare NHS Trust ,11,Urodynamics - Pressures & Flows,22,0,0,0
201912,Current Month,RX1CC,Nottingham City Hospital,RX1,Nottingham University Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,125,0,0,0
201912,Current Month,RN542,Andover War Memorial Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,5,DEXA Scan,320,12,0,3.75
201912,Current Month,RJ613,Purley War Memorial Hospital,RJ6,Croydon Health Services NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,47,0,0,0
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,12,Colonoscopy,308,1,0,0.32
201912,Current Month,RWH04,Mount Vernon Cancer Centre,RWH,East and North Hertfordshire NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,159,3,0,1.89
201912,Current Month,RXF05,Pinderfields Hospital,RXF,The Mid Yorkshire Hospitals NHS Trust ,15,Gastroscopy,331,0,0,0
201912,Current Month,1-128766820,BMI The Hampshire Clinic,NT418,BMI - The Hampshire Clinic ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RALC7,Chase Farm Hospital,RAL,Royal Free London NHS Foundation Trust ,2,Computed Tomography,1565,69,0,4.41
201912,Current Month,RBN01,Whiston Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,7,Cardiology - Echocardiography,645,2,0,0.31
201912,Current Month,RDYFF,Swanage Community Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,15,Gastroscopy,52,0,0,0
201912,Current Month,RAE05,St Luke's Hospital,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,12,Colonoscopy,290,50,20,17.24
201912,Current Month,RTR07,Friary Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,7,Cardiology - Echocardiography,32,3,0,9.38
201912,Current Month,R1H12,The Royal London Hospital,R1H,Barts Health NHS Trust ,3,Non-obstetric Ultrasound,12618,2,0,0.02
201912,Current Month,1-153773510,The Nottingham Inhealth Specialist Imaging Centre (Nisic),NV1,InHealth Ltd ,7,Cardiology - Echocardiography,1461,20,6,1.37
201912,Current Month,1-128767043,BMI Mount Alvernia Hospital,NT455,BMI Mount Alvernia Hospital ,1,Magnetic Resonance Imaging,5,0,0,0
201912,Current Month,1-128732725,Euxton Hall Hospital,NVC05,Euxton Hall Hospital ,3,Non-obstetric Ultrasound,18,0,0,0
201912,Current Month,RFSDA,Chesterfield Royal Hospital,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,2,Computed Tomography,767,3,0,0.39
201912,Current Month,RWP31,Kidderminster Hospital and Treatment Centre,RWP,Worcestershire Acute Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,39,4,0,10.26
201912,Current Month,1-153773206,Milton Keynes MRI Centre,NV1,InHealth Ltd ,12,Colonoscopy,799,34,0,4.26
201912,Current Month,RA430,Yeovil District Hospital,RA4,Yeovil District Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,723,3,0,0.41
201912,Current Month,RJ231,Queen Elizabeth Hospital,RJ2,Lewisham and Greenwich NHS Trust ,13,Flexi Sigmoidoscopy,38,0,0,0
201912,Current Month,RN7ED,Erith & District Hospital,RN7,Dartford and Gravesham NHS Trust ,12,Colonoscopy,394,11,3,2.79
201912,Current Month,RTK02,Ashford Hospital,RTK,Ashford and St. Peter’s Hospitals NHS Foundation Trust ,5,DEXA Scan,168,1,0,0.6
201912,Current Month,RWH04,Mount Vernon Cancer Centre,RWH,East and North Hertfordshire NHS Trust ,10,Respiratory physiology - Sleep Studies,97,0,0,0
201912,Current Month,1-128767270,BMI The Shirley Oaks Hospital,NT436,BMI - Shirley Oaks Hospital ,2,Computed Tomography,5,0,0,0
201912,Current Month,RJZ30,Princess Royal University Hospital,RJZ,King's College Hospital NHS Foundation Trust ,13,Flexi Sigmoidoscopy,248,121,53,48.79
201912,Current Month,RN506,Basingstoke and North Hampshire Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,1,Magnetic Resonance Imaging,1373,9,1,0.66
201912,Current Month,RNN42,Workington Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,12,Colonoscopy,457,159,62,34.79
201912,Current Month,RWFTW,The Tunbridge Wells Hospital at Pembury,RWF,Maidstone and Tunbridge Wells NHS Trust ,2,Computed Tomography,1387,37,3,2.67
201912,Current Month,RAJ01,Southend University Hospital,RAJ,Southend University Hospital NHS Foundation Trust ,14,Cystoscopy,76,13,2,17.11
201912,Current Month,RW603,The Royal Oldham Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,4,Barium Enema,5,0,0,0
201912,Current Month,1-128758547,BMI The Blackheath Hospital,NT406,BMI - The Blackheath Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,1-153773142,North Tyneside MRI Centre,NV1,InHealth Ltd ,1,Magnetic Resonance Imaging,2883,45,7,1.56
201912,Current Month,RAS02,Mount Vernon Hospital,RAS,The Hillingdon Hospitals NHS Foundation Trust ,6,Audiology - Audiology Assessments,369,0,0,0
201912,Current Month,RH868,Mardon Neuro-Rehabilitation Centre,RH8,Royal Devon and Exeter NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,74,17,1,22.97
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,166,0,0,0
201912,Current Month,RYR14,Southlands Hospital,RYR,Western Sussex Hospitals NHS Foundation Trust ,7,Cardiology - Echocardiography,231,8,1,3.46
201912,Current Month,1-137492177,Alliance Medical Imaging Centres - Bulstrode Place,NT9,Alliance Medical ,16,Total,306,0,0,0
201912,Current Month,RBAC3,Bridgwater Community Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,7,Cardiology - Echocardiography,316,1,0,0.32
201912,Current Month,R0A2Q,Altrincham General Hospital,R0A,Manchester University NHS Foundation Trust ,6,Audiology - Audiology Assessments,466,11,0,2.36
201912,Current Month,RDYFE,"Victoria Hospital, Wimborne",RDY,Dorset Healthcare University NHS Foundation Trust ,12,Colonoscopy,3,0,0,0
201912,Current Month,RNN42,Workington Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,6,Audiology - Audiology Assessments,280,0,0,0
201912,Current Month,RTE03,Gloucestershire Royal Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,15,Gastroscopy,425,12,0,2.82
201912,Current Month,RXH01,Royal Sussex County Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,6,Audiology - Audiology Assessments,21,0,0,0
201912,Current Month,RJZ70,Orpington Hospital,RJZ,King's College Hospital NHS Foundation Trust ,4,Barium Enema,1,0,0,0
201912,Current Month,RXP35,Richardson Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,2,Computed Tomography,1216,0,0,0
201912,Current Month,RH868,Mardon Neuro-Rehabilitation Centre,RH8,Royal Devon and Exeter NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,59,3,3,5.08
201912,Current Month,RXC03,Bexhill Hospital,RXC,East Sussex Healthcare NHS Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,RBZ95,Bideford Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,3,Non-obstetric Ultrasound,596,0,0,0
201912,Current Month,RBZ92,Holsworthy Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,5,DEXA Scan,68,0,0,0
201912,Current Month,RH868,Mardon Neuro-Rehabilitation Centre,RH8,Royal Devon and Exeter NHS Foundation Trust ,15,Gastroscopy,244,68,18,27.87
201912,Current Month,RHU04,Petersfield Hospital,RHU,Portsmouth Hospitals NHS Trust ,4,Barium Enema,130,0,0,0
201912,Current Month,RH801,Royal Devon & Exeter Hospital (Wonford),RH8,Royal Devon and Exeter NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,184,0,0,0
201912,Current Month,RJC46,Royal Leamington Spa Rehabilitation Hospital,RJC,South Warwickshire NHS Foundation Trust ,1,Magnetic Resonance Imaging,810,0,0,0
201912,Current Month,RRVNQ,The National Hospital for Neurology and Neurosurgery,RRV,University College London Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,1872,60,10,3.21
201912,Current Month,RTG54,Samuel Johnson Community Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,5,DEXA Scan,154,0,0,0
201912,Current Month,,,AAF,360 Care Ltd ,16,Total,383,1,0,0.26
201912,Current Month,RRV03,University College Hospital & Elizabeth Garrett Anderson Wing,RRV,University College London Hospitals NHS Foundation Trust ,5,DEXA Scan,114,7,1,6.14
201912,Current Month,RP605,Moorfields at Potters Bar,RP6,Moorfields Eye Hospital NHS Foundation Trust ,1,Magnetic Resonance Imaging,97,0,0,0
201912,Current Month,1-360896334,Diagnostic Healthcare Ltd (Varsity Medical Centre),NEM,Diagnostic Healthcare Ltd ,3,Non-obstetric Ultrasound,4489,0,0,0
201912,Current Month,RHM02,Royal South Hants Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,14,Cystoscopy,78,7,1,8.97
201912,Current Month,RW601,Fairfield General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,6,Audiology - Audiology Assessments,242,0,0,0
201912,Current Month,RWP31,Kidderminster Hospital and Treatment Centre,RWP,Worcestershire Acute Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1937,5,0,0.26
201912,Current Month,RGP75,James Paget Hospital,RGP,James Paget University Hospitals NHS Foundation Trust ,14,Cystoscopy,140,0,0,0
201912,Current Month,RW5AQ,Longridge Hospital,RW5,Lancashire Care NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,5,0,0,0
201912,Current Month,RVR05,St Helier Hospital and Queen Mary's Hospital for Children,RVR,Epsom and St Helier University Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,185,0,0,0
201912,Current Month,RR802,Leeds Dental Institute,RR8,Leeds Teaching Hospitals NHS Trust ,2,Computed Tomography,2890,28,0,0.97
201912,Current Month,RT5YG,Loughborough Hospital,RT5,Leicestershire Partnership NHS Trust ,16,Total,322,0,0,0
201912,Current Month,RTFDH,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,3,Non-obstetric Ultrasound,3532,7,0,0.2
201912,Current Month,RVWAA,University Hospital of Hartlepool,RVW,North Tees and Hartlepool NHS Foundation Trust ,5,DEXA Scan,351,0,0,0
201912,Current Month,RBN01,Whiston Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,5,DEXA Scan,52,0,0,0
201912,Current Month,RRF01,Leigh Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",11,Urodynamics - Pressures & Flows,39,0,0,0
201912,Current Month,RTGFG,Royal Derby Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,14,Cystoscopy,275,18,2,6.55
201912,Current Month,RXK10,Rowley Regis Hospital,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,1,Magnetic Resonance Imaging,2347,0,0,0
201912,Current Month,RD130,Royal United Hospital Bath,RD1,Royal United Hospitals Bath NHS Foundation Trust ,13,Flexi Sigmoidoscopy,81,33,0,40.74
201912,Current Month,RTFDR,Hexham General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,1,Magnetic Resonance Imaging,1560,9,0,0.58
201912,Current Month,RQ8RR,Braintree Community Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,13,Flexi Sigmoidoscopy,48,0,0,0
201912,Current Month,RBZ12,North Devon District Hospital,RBZ,Northern Devon Healthcare NHS Trust ,5,DEXA Scan,68,0,0,0
201912,Current Month,RHW05,West Berkshire Community Hospital,RHW,Royal Berkshire NHS Foundation Trust ,14,Cystoscopy,136,19,2,13.97
201912,Current Month,RHM02,Royal South Hants Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,4,Barium Enema,78,0,0,0
201912,Current Month,RBAC6,Minehead Hospital,RBA,Taunton and Somerset NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,50,20,3,40
201912,Current Month,RXPCL,Sedgefield Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,1,Magnetic Resonance Imaging,1001,0,0,0
201912,Current Month,RH8A4,Seaton Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,16,Total,4949,1166,388,23.56
201912,Current Month,RBSA2,Dewi Jones Unit,RBS,Alder Hey Children's NHS Foundation Trust ,15,Gastroscopy,26,1,0,3.85
201912,Current Month,RVR06,Sutton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust ,16,Total,10440,1388,83,13.3
201912,Current Month,1-115574357,Nuffield Health Brighton Hospital,NT205,"Nuffield Health, Brighton Hospital ",16,Total,5,0,0,0
201912,Current Month,1-128732743,Fitzwilliam Hospital,NVC06,Fitzwilliam Hospital ,2,Computed Tomography,15,0,0,0
201912,Current Month,RDYEF,Weymouth Community Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,7,Cardiology - Echocardiography,146,0,0,0
201912,Current Month,RWDLB,Skegness & District Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,198,0,0,0
201912,Current Month,RH8D6,Exeter Community Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,16,Total,4949,1166,388,23.56
201912,Current Month,1-129798228,Spire Leeds Hospital,NT332,Spire Leeds Hospital ,16,Total,337,0,0,0
201912,Current Month,RTXBW,Westmorland General Hospital,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust ,6,Audiology - Audiology Assessments,435,18,1,4.14
201912,Current Month,RVWAE,University Hospital of North Tees,RVW,North Tees and Hartlepool NHS Foundation Trust ,15,Gastroscopy,454,38,0,8.37
201912,Current Month,RXK02,City Hospital,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,1,Magnetic Resonance Imaging,2347,0,0,0
201912,Current Month,RHM12,Princess Ann Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,2,Computed Tomography,884,16,3,1.81
201912,Current Month,RFRPA,Rotherham General Hospital,RFR,The Rotherham NHS Foundation Trust ,5,DEXA Scan,127,0,0,0
201912,Current Month,REF81,St Austell Hospital - Penrice Birthing Unit,REF,Royal Cornwall Hospitals NHS Trust ,2,Computed Tomography,1419,1,0,0.07
201912,Current Month,RQM91,West Middlesex Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,2221,0,0,0
201912,Current Month,RRVRN,Royal National Throat Nose & Ear Hospital,RRV,University College London Hospitals NHS Foundation Trust ,7,Cardiology - Echocardiography,567,1,1,0.18
201912,Current Month,RDU53,King Edward VII Hospital,RDU,Frimley Health NHS Foundation Trust ,5,DEXA Scan,387,0,0,0
201912,Current Month,RW601,Fairfield General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,10,Respiratory physiology - Sleep Studies,345,0,0,0
201912,Current Month,RJ224,University Hospital Lewisham,RJ2,Lewisham and Greenwich NHS Trust ,14,Cystoscopy,9,0,0,0
201912,Current Month,RT302,Royal Brompton Hospital,RT3,Royal Brompton and Harefield NHS Foundation Trust ,8,Cardiology - Electrophysiology,42,0,0,0
201912,Current Month,1-128766928,BMI The Lancaster Hospital,NT449,BMI The Lancaster Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RRF70,Wigan Health Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",6,Audiology - Audiology Assessments,170,0,0,0
201912,Current Month,RPGAG,Memorial Hospital,RPG,Oxleas NHS Foundation Trust ,16,Total,126,0,0,0
201912,Current Month,RWWHG,Halton General Hospital,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,90,0,0,0
201912,Current Month,RBSA2,Dewi Jones Unit,RBS,Alder Hey Children's NHS Foundation Trust ,8,Cardiology - Electrophysiology,2,0,0,0
201912,Current Month,RNNCJ,Mary Hewetson Cottage Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,4,Barium Enema,19,1,0,5.26
201912,Current Month,,,NL2,Sussex Health Care Audiology Ltd ,16,Total,29,0,0,0
201912,Current Month,RWEAE,Glenfield Hospital,RWE,University Hospitals of Leicester NHS Trust ,8,Cardiology - Electrophysiology,3,0,0,0
