Year,Location ID,Location Name,PLACE Trust Code,Place Trust Name,Commissioning Region,Site Code,Site Name,Organisation Type,NHS or Independent,PLACE Site Type,% Cleanliness,% Food & Hydration,"% Privacy, Dignity & Wellbeing","% Condition, Appearance & Maintainance",% Dementia Domain,% Disability Domain,CLN Actual Score,CLN Max Score,Food Actual Score,Food Max Score,Org Food Actual Score,Org Food Max Score,Ward Food Actual Score,Ward Food Max Score,PDW Actual Score,PDW Max Score,CAM Actual Score,CAM Max Score,DEM Actual Score,DEM Max Score,DIS Actual Score,DIS Max Score
2018,RCUEF,Sheffield Children's Hospital ,RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RCUEF,WESTERN BANK (MAIN SITE),ACUTE -SPECIALIST,NHS,Acute/Specialist,99.78,97.97,73.74,96.26,0,78.71,3612,3620,369.67,377.34,111.86,118.59,257.81,258.76,292,396,1621,1684,0,0,214.37,272.37
2018,RCX70,The Queen Elizabeth Hospital ,RCX,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RCX70,THE QUEEN ELIZABETH HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,97.53,83.05,67.86,87.22,70.14,71.51,3154,3234,391.66,471.6,94.44,118.59,297.23,353.01,266,392,1078,1236,471.97,672.86,339.21,474.37
2018,RD115,Royal National Hospital for Rheumatic Diseases ,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RD115,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES,ACUTE -MEDIUM,NHS,Acute/Specialist,98.97,87.52,74.51,87.42,67.57,76.51,671,678,188.46,215.33,96.93,117.08,91.53,98.25,76,102,278,318,178.97,264.86,162.48,212.37
2018,RD130,Royal United Hospital Bath ,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RD130,ROYAL UNITED HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.3,94.3,80.97,88.74,72.12,72.07,3812,3878,639.05,677.66,100.49,116.59,538.57,561.08,404.83,500,1498,1688,718.97,996.86,481.72,668.37
2018,RD816,Milton Keynes Hospital ,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RD816,MILTON KEYNES HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,94.84,83.7,79.32,93.03,84.58,84.39,2739,2888,387.45,462.91,100.31,114.81,287.14,348.1,352.17,444,1429,1536,735.08,869.08,493.32,584.59
2018,RDDH0,Basildon University Hospital ,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RDDH0,BASILDON HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,99.87,93.69,91.96,99.11,93.53,93.33,4538,4544,653.22,697.23,113.48,118.59,539.74,578.64,419.33,456,2216,2236,1177.47,1258.86,774.98,830.37
2018,RDEE4,Colchester General Hospital ,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RDEE4,COLCHESTER GENERAL HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,99.94,90.48,87.59,97.27,82.17,89.41,5239,5242,538.5,595.19,109.07,118.59,429.42,476.6,508,580,2064,2122,953.91,1160.86,704.91,788.37
2018,RDR1H,Salvington Lodge ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR1H,SALVINGTON LODGE,Small Community,NHS,Community,100,96.5,87.04,94.91,83.79,91.69,404,404,267.4,277.09,108.39,116.59,159,160.5,47,54,205,216,126.41,150.86,114.03,124.37
2018,RDR1L,Zachary Merton Community Hospital ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR1L,ZACHARY MERTON HOSPITAL,Small Community,NHS,Community,99.1,95.93,89.29,95.67,82.67,93.18,438,442,228.49,238.18,108.39,116.59,120.1,121.6,50,56,243,254,121.41,146.86,114.03,122.37
2018,RDR1R,Arundel and District Hospital ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR1R,ARUNDEL AND DISTRICT HOSPITAL,Small Community,NHS,Community,99.02,96.66,81.82,96.39,82.3,88.61,303,306,335.55,347.13,109.4,116.59,226.15,230.54,54,66,160,166,104.41,126.86,96.03,108.37
2018,RDR2F,Midhurst Community Hospital ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR2F,MIDHURST COMMUNITY HOSPITAL,Small Community,NHS,Community,99.61,96.49,87.8,97.69,86.77,94.45,508,510,252.34,261.53,108.9,116.59,143.44,144.94,72,82,254,260,160.41,184.86,142.03,150.37
2018,RDR3E,Crawley ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR3E,CRAWLEY HOSPITAL,Small Community,NHS,Community,99.11,96.31,82.86,90.97,76.92,89.67,1223,1234,311.84,323.78,108.14,116.59,203.69,207.19,144.17,174,564,620,291.41,378.86,246.03,274.37
2018,RDR3L,Horsham Hospital ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDR3L,HORSHAM HOSPITAL,Small Community,NHS,Community,99.41,93.99,88.67,92.93,79.68,92.84,670,674,245.81,261.53,109.15,116.59,136.66,144.94,88.67,100,368,396,166.41,208.86,160.03,172.37
2018,RDRLV,Lewes Victoria Hospital ,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDRLV,LEWES VICTORIA HOSPITAL,Small Community,NHS,Community,99.26,90.26,77,95.18,74.9,85.07,669,674,243.09,269.31,108.16,116.59,134.93,152.72,77,100,316,332,180.41,240.86,150.03,176.37
2018,RDU01,Frimley Park Hospital ,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDU01,FRIMLEY PARK,ACUTE -MEDIUM,NHS,Acute/Specialist,99.92,94.71,83,97.53,85.71,89.99,2550,2552,767.11,809.95,103.24,118.59,663.86,691.36,337,406,1223,1254,679.56,792.86,533.09,592.37
2018,RDU50,Wexham Park Hospital ,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDU50,WEXHAM PARK HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.65,91.8,75.64,91.27,66.09,71.01,2338,2370,534.75,582.5,110.29,118.59,424.46,463.92,332.83,440,1254,1374,557.08,842.86,403.59,568.37
2018,RDU52,Heatherwood Hospital ,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDU52,HEATHERWOOD HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,100,86.61,81.53,93.27,72.3,72.95,1166,1166,192.81,222.62,94.28,118.59,98.53,104.03,166.33,204,638,684,346.2,478.86,242.47,332.37
2018,RDYEG,Westhaven Hospital ,RDY,DORSET HEALTHCARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDYEG,WESTHAVEN HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,100,90.43,87.93,96.63,81.77,86.39,300,300,207.67,229.65,95.35,115.83,112.32,113.82,51,58,201,208,123.36,150.86,105.71,122.37
2018,RDYEJ,Bridport Community Hospital ,RDY,DORSET HEALTHCARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDYEJ,BRIDPORT COMMUNITY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,99,94.74,86.91,92.69,75.72,78.19,895,904,346.07,365.29,98.98,114.32,247.08,250.97,121.67,140,482,520,286.86,378.86,219.21,280.37
2018,RDYFC,Yeatman Hospital ,RDY,DORSET HEALTHCARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDYFC,YEATMAN HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,98.99,86.8,84.36,91.33,80.02,83.12,1182,1194,186.49,214.84,91.63,116.59,94.86,98.25,136.67,162,590,646,338.36,422.86,252.98,304.37
2018,RDYFE,"Victoria Hospital, Wimborne ",RDY,DORSET HEALTHCARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDYFE,WIMBORNE COMMUNITY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,99.65,85.03,73.3,97.69,91.06,93.18,572,574,193.56,227.65,87.24,115.83,106.32,111.82,64.5,88,381,390,239.36,262.86,184.84,198.37
2018,RDYFF,Swanage Community Hospital ,RDY,DORSET HEALTHCARE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDYFF,SWANAGE COMMUNITY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,100,88.74,80.74,93.5,76.16,80.87,586,586,191.74,216.08,97.49,117.83,94.25,98.25,72.67,90,331,354,178.86,234.86,149.1,184.37
2018,RDZ05,Christchurch Hospital ,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RDZ05,CHRISTCHURCH HOSPITAL,ACUTE -MEDIUM,NHS,Community,99.65,90.6,92.75,98.73,91.17,96.83,843,846,180.98,199.76,109.79,117.08,71.19,82.69,128,138,545,552,365.47,400.86,286.98,296.37
2018,RE9GA,South Tyneside District Hospital ,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NORTH OF ENGLAND,RE9GA,SOUTH TYNESIDE DISTRICT HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,97.56,85.65,76.33,95.87,79.65,82.82,2999,3074,193.13,225.5,105.95,118.59,87.18,106.91,296.17,388,1486,1550,680.91,854.86,454.16,548.37
2018,REF01,West Cornwall Hospital ,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,SOUTH OF ENGLAND,REF01,WEST CORNWALL HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,99.24,89.58,79.39,90.25,79.1,82.37,1302,1312,226.49,252.84,101.18,118.59,125.31,134.25,147.67,186,639,708,362.97,458.86,278.72,338.37
2018,REF02,St Michael's Hospital ,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,SOUTH OF ENGLAND,REF02,ST MICHAELS HOSPITAL,ACUTE -LARGE,NHS,Mixed Service,100,87.55,66.39,88.12,79.18,75.91,906,906,182.41,208.35,101.94,120.39,80.47,87.97,81,122,460,522,166.76,210.61,161,212.1
2018,REF12,Royal Cornwall Hospital ,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,SOUTH OF ENGLAND,REF12,ROYAL CORNWALL HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,98.27,84.36,81.07,92.53,76,81.34,3695,3760,286.24,339.31,102.69,118.59,183.55,220.72,364.83,450,1684,1820,634.47,834.86,480.22,590.37
2018,REM21,University Hospital Aintree ,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,REM21,UNIVERSITY HOSPITAL AINTREE,ACUTE -MEDIUM,NHS,Acute/Specialist,97.11,79.09,82.32,93.03,74.01,76.08,5079,5230,481.45,608.72,96.74,118.59,384.71,490.13,525.17,638,2510,2698,1174.47,1586.86,809.82,1064.37
2018,REN20,The Clatterbridge Cancer Centre ,REN,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NORTH OF ENGLAND,REN20,CLATTERBRIDGE CANCER CENTRE WIRRELL,ACUTE -SPECIALIST,NHS,Acute/Specialist,100,84.7,92.22,94.32,86.69,81.52,1138,1138,226.42,267.31,97.1,116.59,129.32,150.72,166,180,515,546,364.86,420.86,233.45,286.37
2018,REP01,Liverpool Women's Hospital ,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NORTH OF ENGLAND,REP01,LIVERPOOL WOMENS HOSPITAL,ACUTE -SPECIALIST,NHS,Acute/Specialist,99.86,92.62,85.08,93.92,77.14,77.91,2854,2858,268.36,289.75,103.31,112.81,165.05,176.94,211,248,1236,1316,226.08,293.08,251.32,322.59
2018,RET20,The Walton Centre ,RET,WALTON CENTRE NHS FOUNDATION TRUST,NORTH OF ENGLAND,RET20,WALTON CENTRE FOR NEUROLOGY & NEUROSURGERY,ACUTE -SPECIALIST,NHS,Acute/Specialist,99.85,96.82,95.54,98.01,92.78,94.39,2650,2654,267.4,276.18,117.64,118.59,149.76,157.6,300,314,1086,1108,423.86,456.86,353.37,374.37
2018,RF4DG,King George Hospital ,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",LONDON,RF4DG,KING GEORGE HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,99.43,93.46,77.51,93.4,82.28,82.02,2279,2292,319,341.31,105.67,118.59,213.33,222.72,324,418,1048,1122,691.86,840.86,444.86,542.37
2018,RF4QH,Queen's Hospital ,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",LONDON,RF4QH,QUEEN'S HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,98.48,86.24,71.53,95.13,79.57,81.23,3120,3168,416.89,483.38,111.91,118.59,304.98,364.79,374.83,524,1583,1664,874.36,1098.86,627.36,772.37
2018,RFFAA,Barnsley Hospital ,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NORTH OF ENGLAND,RFFAA,BARNSLEY DISTRICT GENERAL HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.4,84.92,83.5,97.55,81.32,87.42,2322,2336,559.82,659.23,98.38,118.59,461.44,540.64,344,412,1352,1386,752.08,924.86,533.59,610.37
2018,RFRPA,Rotherham General Hospital ,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NORTH OF ENGLAND,RFRPA,ROTHERHAM DISTRICT GENERAL HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,97.13,85.36,80.13,92.11,66.47,74.52,2982,3070,468.19,548.5,104.68,118.59,363.52,429.92,387.83,484,1470,1596,683.91,1028.86,527.91,708.37
2018,RFSDA,Chesterfield Royal Hospital ,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RFSDA,CHESTERFIELD  ROYAL HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.34,91.75,89.02,97.54,85.75,93.28,3638,3662,506.71,552.29,111.3,118.59,395.41,433.7,308,346,1703,1746,564.97,658.86,470.48,504.37
2018,RGN49,Stamford & Rutland Hospital ,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGN49,STAMFORD & RUTLAND HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.77,96.12,79.93,94.08,85.83,85.59,1284,1300,230.13,239.43,112.03,117.83,118.1,121.6,140.67,176,683,726,469.36,546.86,340.98,398.37
2018,RGN80,Peterborough City Hospital ,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGN80,PETERBOROUGH CITY HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.9,90.33,88.64,98.22,85.34,94.75,3695,3736,520.98,576.72,110.37,118.59,410.62,458.13,390,440,1819,1852,726.09,850.86,604.87,638.37
2018,RGP75,James Paget Hospital ,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGP75,JAMES PAGET HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.31,87.56,73.21,94.71,81.9,82.95,3186,3208,329.43,376.22,93.97,118.59,235.46,257.63,272.33,372,1413,1492,685.41,836.86,463.17,558.37
2018,RGR44,Newmarket Hospital ,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGR44,NEWMARKET COMMUNITY HOSPITAL,ACUTE -SMALL,NHS,Community,100,91.8,80.79,95.57,88.82,86.68,674,674,206.2,224.62,104.67,118.59,101.53,106.03,79.17,98,367,384,226.36,254.86,170.22,196.37
2018,RGR50,West Suffolk Hospital ,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGR50,WEST SUFFOLK HOSPITAL,ACUTE -SMALL,NHS,Acute/Specialist,99.97,89.14,82.26,95.25,82.07,84.72,3897,3898,429.88,482.25,109.45,118.59,320.43,363.66,343.83,418,1583,1662,606.41,738.86,454.42,536.37
2018,RGT01,Addenbrooke's and The Rosie Hospitals ,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND,RGT01,ADDENBROOKE'S HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,97.8,84.75,78.46,88.83,69.99,74.44,4708,4814,555.28,655.19,106.26,118.59,449.02,536.6,437.83,558,1837,2068,812.52,1160.86,561.52,754.37
2018,RH5F4,Burnham on Sea War Memorial Hospital ,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH5F4,BURNHAM-ON-SEA WAR MEMORIAL HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,100,96.12,87.5,98.55,90.35,97.78,492,492,298.18,310.22,106.55,118.59,191.63,191.63,73.5,84,272,276,204.97,226.86,166.59,170.37
2018,RH5G5,Frome Community Hospital ,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH5G5,FROME COMMUNITY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,100,91.68,98.04,97.91,89.92,96.23,620,620,234.48,255.75,106.05,118.59,128.43,137.16,100,102,374,382,230.97,256.86,198.59,206.37
2018,RH801,Royal Devon & Exeter Hospital (Wonford) ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH801,ROYAL DEVON & EXETER HOSPITAL (WONFORD),ACUTE -LARGE,NHS,Acute/Specialist,97.39,89.57,81.5,91.66,73.6,80.99,2945,3024,694.81,775.7,108.96,116.59,585.85,659.11,334.17,410,1483,1618,695.41,944.86,555.92,686.37
2018,RH853,Tiverton District Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH853,TIVERTON & DISTRICT HOSPITAL,ACUTE -LARGE,NHS,Community,98.03,93.33,84.56,95.48,72.71,84.91,696,710,379.37,406.47,104.88,116.59,274.48,289.88,115,136,422,442,199.86,274.86,195.61,230.37
2018,RH858,Exmouth Hospital ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH858,EXMOUTH HOSPITAL,ACUTE -LARGE,NHS,Community,99.23,94.19,77.84,89.17,63.76,75.28,389,392,261,277.09,103.94,116.59,157.06,160.5,68.5,88,214,240,120.41,188.86,107.17,142.37
2018,RH859,Victoria Hospital Sidmouth ,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RH859,VICTORIA HOSPITAL (SIDMOUTH),ACUTE -LARGE,NHS,Community,95.99,92.52,86.11,98.46,73.84,86.88,407,424,234.76,253.75,104.88,116.59,129.88,137.16,62,72,256,260,145.36,196.86,134.11,154.37
2018,RHARA,Nottingham University Hospital ,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,MIDLANDS AND EAST OF ENGLAND,RX1RA,QUEEN'S MEDICAL CENTRE,ACUTE -TEACHING,NHS,Acute/Specialist,94.51,91.33,70.57,91.86,70.54,80.73,2308,2442,1087.16,1190.3,102.37,114.81,984.79,1075.5,249.83,354,1174,1278,589.08,835.08,467.08,578.59
2018,RHM01,Southampton General Hospital ,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RHM01,SOUTHAMPTON GENERAL HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,98.43,85.67,76.24,90.54,58.83,63.32,4199,4266,687.18,802.17,117.64,118.59,569.54,683.58,369,484,1579,1744,519.41,882.86,402.92,636.37
2018,RHM02,Royal South Hants Hospital ,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RHM02,ROYAL SOUTH HANTS HOSPITAL,ACUTE -TEACHING,NHS,Treatment Centre without in-patient facilities,98.12,0,80.6,90.8,0,62.5,991,1010,0,0,0,0,0,0,108,134,543,598,0,0,110,176
2018,RHM04,Countess Mountbatten House ,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RHM04,COUNTESS MOUNTBATTEN HOUSE,ACUTE -TEACHING,NHS,Acute/Specialist,100,81.48,90.91,93.41,76.66,74.36,442,442,235.38,288.87,107.89,114.81,127.49,174.07,60,66,241,258,105.08,137.08,86.7,116.59
2018,RHM12,Princess Ann Hospital ,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RHM12,PRINCESS ANNE HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,97.85,84.8,77.72,85.9,50.53,55.85,2407,2460,494.74,583.45,116.7,118.59,378.04,464.86,214.5,276,981,1142,99.47,196.86,155.48,278.37
2018,RHQHH,Royal Hallamshire Hospital ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RHQHH,ROYAL HALLAMSHIRE HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.83,94.62,81.85,95.14,72.74,79.89,3510,3516,454.41,480.25,114.42,118.59,339.99,361.66,304.5,372,1254,1318,550.52,756.86,412.53,516.37
2018,RHQNG,Northern General Hospital ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RHQNG,NORTHERN GENERAL HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.03,94.22,76.68,94.55,78.44,81.59,4191,4232,675.18,716.57,116.7,118.59,558.48,597.98,342,446,1267,1340,827.47,1054.86,546.98,670.37
2018,RHQWP,Weston Park Hospital ,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND,RHQWP,WESTON  PARK HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.72,96.32,83.53,94.06,79.99,75.65,1402,1406,221.93,230.4,114.51,116.59,107.42,113.82,142,170,523,556,253.47,316.86,196.98,260.37
2018,RHU03,Queen Alexandra Hospital ,RHU,PORTSMOUTH HOSPITALS NHS TRUST,SOUTH OF ENGLAND,RHU03,QUEEN ALEXANDRA HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,97.94,87.5,83.24,97.59,76.7,83.32,2848,2908,744.54,850.86,110.09,118.59,634.45,732.27,308,370,1456,1492,493.08,642.86,398.59,478.37
2018,RHW01,Royal Berkshire Hospital ,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RHW01,ROYAL BERKSHIRE HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,99.32,95.69,93.97,96.1,87.41,89.42,4229,4258,595.45,622.29,117.14,118.59,478.31,503.7,428.5,456,2093,2178,804.91,920.86,679.92,760.37
2018,RJ121,Guy's Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON,RJ121,GUY'S HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.37,93.36,87.78,96.69,85.95,87.07,4275,4302,425.77,456.03,105,116.59,320.77,339.45,444.17,506,2077,2148,1093.97,1272.86,726.48,834.37
2018,RJ122,St Thomas' Hospital ,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,LONDON,RJ122,ST THOMAS' HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,99.87,93.41,91.42,95.75,83.97,82.96,4484,4490,645.85,691.45,110.11,118.59,535.73,572.86,491.83,538,2049,2140,897.47,1068.86,627.48,756.37
2018,RJ224,University Hospital Lewisham ,RJ2,THE LEWISHAM AND GREENWICH NHS TRUST,LONDON,RJ224,UNIVERSITY HOSPITAL LEWISHAM,ACUTE -LARGE,NHS,Acute/Specialist,98.63,92.7,85.3,95.59,79.37,86.93,3529,3578,481.46,519.38,111.24,118.59,370.22,400.79,375.33,440,1822,1906,686.41,864.86,558.41,642.37
2018,RJ231,Queen Elizabeth Hospital ,RJ2,THE LEWISHAM AND GREENWICH NHS TRUST,LONDON,RJ231,QUEEN ELIZABETH HOSPITAL,ACUTE -LARGE,NHS,Acute/Specialist,97.47,87.29,75.92,92.88,78.93,83.12,3084,3164,439.79,503.81,97.08,118.59,342.71,385.23,358.33,472,1631,1756,767.91,972.86,575.52,692.37
2018,RJ611,Croydon University Hospital ,RJ6,CROYDON HEALTH SERVICES NHS TRUST,LONDON,RJ611,CROYDON UNIVERSITY HOSPITAL,ACUTE -MEDIUM,NHS,Acute/Specialist,98.83,89.81,80.44,94.83,85.15,94.83,4135,4184,349.23,388.87,106.79,118.59,242.44,270.29,421.5,524,1944,2050,543.97,638.86,593.98,626.37
2018,RJ701,St George's Hospital (Tooting) ,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,LONDON,RJ701,ST GEORGE'S HOSPITAL,ACUTE -TEACHING,NHS,Acute/Specialist,98,90.11,81.51,90.69,74.53,73.19,4614,4708,636.92,706.79,96.63,118.59,540.29,588.2,438.5,538,1832,2020,647.52,868.86,514.03,702.37
2018,RJ731,Queen Mary's Hospital ,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,LONDON,RJ731,ST GEORGES AT QUEEN MARY'S HOSPITAL,ACUTE -TEACHING,NHS,Mixed Service,98.57,93.38,84.85,97.13,92.32,91.6,962,976,280.44,300.32,107.14,120.39,173.3,179.94,112,132,542,558,312.61,338.61,238.24,260.1
2018,RJ805,Helston Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RJ805,HELSTON HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Mixed Service,92.49,89.11,63.89,75.87,66.61,75.95,640,692,207.4,232.74,102.8,119.65,104.6,113.1,92,144,305,402,198.9,298.61,177.79,234.1
2018,RJ807,Newquay Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RJ807,NEWQUAY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,95.58,90.73,61.23,79.7,69.48,72.51,671,702,231.35,254.99,102.42,117.83,128.93,137.16,88.17,144,322,404,189.58,272.86,155.44,214.37
2018,RJ817,Camborne and Redruth Community Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RJ817,CAMBORNE REDRUTH COMMUNITY HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,97.53,89.66,70.79,85.42,71.84,75.82,1186,1216,214.68,239.43,104.36,117.83,110.32,121.6,128.83,182,545,638,309.52,430.86,241.39,318.37
2018,RJ842,Falmouth Hospital ,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH OF ENGLAND,RJ842,FALMOUTH HOSPITAL,MENTAL HEALTH AND LEARNING DISABILITY,NHS,Community,96.83,91.43,68.17,80.28,68.91,71.64,732,756,226.03,247.21,104.94,117.83,121.1,129.38,98.17,144,350,436,229.36,332.86,182.22,254.37
